branch_count,cache_enabled,cache_entries,cache_hit_rate,cache_lookups,cache_max_branch_budget,cache_useful_hits,cart_upperbound,command,config,dataset,error,expansions,is_perfect,lowerbound,memory_usage_bytes,n_classes,n_examples,n_features,repetition,runtime_seconds,solver_status,status,stderr,stdout,strategy,tree_size,upperbound,baseline_runtime_seconds,baseline_expansions,baseline_memory_usage_bytes,runtime_ratio_to_no_cache,expansion_ratio_to_no_cache,memory_ratio_to_no_cache
4,False,0,0.0,0,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'false', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-disabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,0,0.4782173550047446,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:41:23Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Pair, Improvement, ClassCount, OneOff}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: None, data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:41:23Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 0 lookups (0.0%), 0 entries
[2026-06-16T20:41:24Z INFO  codt_cli] Read time (s): 0.0000442
[2026-06-16T20:41:24Z INFO  codt_cli] Solve time (s): 0.280460119
[2026-06-16T20:41:24Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:41:24Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:41:24Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.4782173550047446,562,6721372,1.0,1.0,1.0
4,True,3,0.0,907,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'true', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-enabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,0,0.042035493010189384,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:41:24Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {ClassCount, OneOff, Improvement, Pair}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: Some(3), data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:41:24Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 907 lookups (0.0%), 3 entries
[2026-06-16T20:41:24Z INFO  codt_cli] Read time (s): 0.0000388
[2026-06-16T20:41:24Z INFO  codt_cli] Solve time (s): 0.038575385
[2026-06-16T20:41:24Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:41:24Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:41:24Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.4782173550047446,562,6721372,0.08790039209215302,1.0,1.0
4,True,3,0.0,907,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'true', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-enabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,1,0.15317553802742623,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Pair, Improvement, OneOff, ClassCount}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: Some(3), data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 907 lookups (0.0%), 3 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.000049801
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.046616203
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.043583196005783975,562,6721372,3.5145549676324364,1.0,1.0
4,False,0,0.0,0,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'false', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-disabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,1,0.043583196005783975,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Improvement, Pair, OneOff, ClassCount}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: None, data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 0 lookups (0.0%), 0 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.0000447
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.039941889
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.043583196005783975,562,6721372,1.0,1.0,1.0
4,False,0,0.0,0,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'false', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-disabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,2,0.04313959498540498,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {ClassCount, OneOff, Improvement, Pair}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: None, data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 0 lookups (0.0%), 0 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.0000384
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.039547388
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.04313959498540498,562,6721372,1.0,1.0,1.0
4,True,3,0.0,907,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'true', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-enabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,2,0.0415510919992812,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {ClassCount, Improvement, Pair, OneOff}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: Some(3), data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 907 lookups (0.0%), 3 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.0000451
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.038158685
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.04313959498540498,562,6721372,0.9631776101129088,1.0,1.0
4,True,3,0.0,907,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'true', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-enabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,3,0.039931588020408526,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Improvement, Pair, ClassCount, OneOff}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: Some(3), data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 907 lookups (0.0%), 3 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.0000455
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.036630581
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.043273396004224196,562,6721372,0.922774538344773,1.0,1.0
4,False,0,0.0,0,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'false', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-disabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,3,0.043273396004224196,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Pair, OneOff, Improvement, ClassCount}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: None, data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 0 lookups (0.0%), 0 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.0000458
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.039609487
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.043273396004224196,562,6721372,1.0,1.0,1.0
4,False,0,0.0,0,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'false', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-disabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,4,0.04319239500910044,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Improvement, OneOff, ClassCount, Pair}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: None, data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 0 lookups (0.0%), 0 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.000036901
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.040235188
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.04319239500910044,562,6721372,1.0,1.0,1.0
4,True,3,0.0,907,3,0,true,"['/home/thoams/Documents/TUDelft/thesis/codt/target/release/codt-cli', '--file', 'data/openml/sampled/analcatdata_bankruptcy.txt', '--strategy', 'and-or-dfs-prio', '--lowerbound', 'class-count', 'improvement', 'pair', 'one-off', '--upperbound', 'for-remaining-interval', '--cart-upperbound', 'true', '--cart-upper-bound-patience', '5', '--cache', 'true', '--cache-max-branch-budget', '3', '--data-reduction', 'true', '--memory-limit', '4294967296', '--timeout', '600']",cache-enabled,analcatdata_bankruptcy,,562,True,"class-count,improvement,pair,one-off",6721372,2,50,5,4,0.04079019001801498,perfect-tree-found,perfect-tree-found,"[2026-06-16T20:42:42Z INFO  codt_cli] Starting solve with options:
    SolverOptions { lb_strategy: {Pair, ClassCount, Improvement, OneOff}, ub_strategy: ForRemainingInterval, cart_ub: true, cart_ub_patience: 5, cache_max_branch_budget: Some(3), data_reduction: true, track_intermediates: false, timeout: Some(600s), memory_limit: Some(4294967296) }
    
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] One off witnesses: 0
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Root lower bound after pair lower bound: (primary: 0, secondary: 4)
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Final root bounds: lower (primary: 0, secondary: 4), upper (primary: 0, secondary: 4), best (primary: 0, secondary: 4), complete true
[2026-06-16T20:42:42Z INFO  codt::search::solver_impl] Solution cache: 0 useful hits / 907 lookups (0.0%), 3 entries
[2026-06-16T20:42:42Z INFO  codt_cli] Read time (s): 0.0000365
[2026-06-16T20:42:42Z INFO  codt_cli] Solve time (s): 0.037636983
[2026-06-16T20:42:42Z INFO  codt_cli] Max memory usage (MB): 6.41
[2026-06-16T20:42:42Z INFO  codt_cli] Graph expansions: 562
[2026-06-16T20:42:42Z INFO  codt_cli] Tree: [4<=0.70:1,[2<=-3.75:[1<=-46.25:1,0],[3<=21.35:1,0]]]
","Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2781812
Academic license 2781812 - for non-commercial use only - registered to tt___@tudelft.nl
Misclassifications: 0. Branch nodes: 4. Accuracy: 100%.
",and-or-dfs-prio,9,for-remaining-interval,0.04319239500910044,562,6721372,0.9443836121942457,1.0,1.0
